date,market_index
2025-05-28,1.3695897315436243
2025-05-29,1.3961616981132077
2025-05-30,1.3489738095238095
2025-05-31,1.2651057471264369
2025-06-01,1.2043570114942528
2025-06-02,1.2158542857142856
2025-06-03,1.2880315555555555
2025-06-04,1.3684403448275861
2025-06-05,1.3912902649006624
2025-06-06,1.3473512738853504
2025-06-07,1.2630901449275362
2025-06-08,1.2002532666666668
2025-06-09,1.2120083125
2025-06-10,1.283605253164557
2025-06-11,1.3634786524822695
2025-06-12,1.3928151020408164
2025-06-13,1.3366336734693878
2025-06-14,1.2539523741007195
2025-06-15,1.1950213496932516
2025-06-16,1.2046536477987422
2025-06-17,1.2741981725888325
2025-06-18,1.3569932098765431
2025-06-19,1.384423962264151
2025-06-20,1.3322998255813954
2025-06-21,1.2463832941176471
2025-06-22,1.187243288590604
2025-06-23,1.1945570731707318
2025-06-24,1.2640970512820513
2025-06-25,1.3458824698795182
2025-06-26,1.3736886419753087
2025-06-27,1.3229109459459458
2025-06-28,1.2379583435582822
2025-06-29,1.175076564417178
2025-06-30,1.1844968939393938
2025-07-01,1.2511477611940298
2025-07-02,1.3339060355029586
2025-07-03,1.353383430232558
2025-07-04,1.3143514375
2025-07-05,1.2236425806451614
2025-07-06,1.1602762658227848
2025-07-07,1.172622298136646
2025-07-08,1.2434506329113926
2025-07-09,1.324930503144654
2025-07-10,1.3431666249999998
2025-07-11,1.2977892857142859
2025-07-12,1.2073485185185187
2025-07-13,1.1453378857142857
2025-07-14,1.1514568421052633
2025-07-15,1.2287540268456376
2025-07-16,1.3073492465753425
2025-07-17,1.3311572185430463
2025-07-18,1.2835403896103896
2025-07-19,1.1937746153846154
2025-07-20,1.1266954716981132
2025-07-21,1.1378198620689655
2025-07-22,1.2094752857142856
2025-07-23,1.2921598787878787
2025-07-24,1.3159980745341615
2025-07-25,1.0951728859060401
2025-07-26,1.0077752747252746
2025-07-27,0.9420801398601398
2025-07-28,0.9544135294117647
2025-07-29,1.0208417469879518
2025-07-30,1.1045492168674698
2025-07-31,1.128894909090909
2025-08-01,1.0768830612244897
2025-08-02,0.9895452795031056
2025-08-03,0.9219769461077844
2025-08-04,0.9368397142857142
2025-08-05,1.003530909090909
2025-08-06,1.0797998601398602
2025-08-07,1.1060003311258277
2025-08-08,1.0593991428571428
2025-08-09,0.9691152112676057
2025-08-10,0.9034895454545455
2025-08-11,0.913094094488189
2025-08-12,0.9817311038961039
2025-08-13,1.0634701898734178
2025-08-14,1.089024331210191
2025-08-15,1.0397446745562129
2025-08-16,0.946204060150376
2025-08-17,0.8862297484276729
2025-08-18,0.8936982550335572
2025-08-19,0.9656416666666666
2025-08-20,1.0444205988023951
2025-08-21,1.0670824074074072
2025-08-22,1.0174054545454545
2025-08-23,0.9290854140127389
2025-08-24,0.8628429375
2025-08-25,0.8745985915492958
2025-08-26,0.9425090849673202
2025-08-27,1.0222420108695653
2025-08-28,1.049731472392638
2025-08-29,0.9940166442953021
2025-08-30,0.9067797857142856
2025-08-31,0.8434442758620689
2025-09-01,0.8519096153846153
2025-09-02,0.9248030263157896
2025-09-03,1.0043499315068491
2025-09-04,1.0242640522875817
2025-09-05,0.9756115999999999
2025-09-06,0.8840519526627219
2025-09-07,0.820274375
2025-09-08,0.8296896273291925
2025-09-09,0.9006759393939393
2025-09-10,0.9831363354037268
2025-09-11,1.008841923076923
2025-09-12,0.960750125
2025-09-13,0.8709495679012346
2025-09-14,0.8022450000000001
